name,cols,rows,equalities,nz,density,bin,int,cont,rpart,rpack,rcov,rcard,rknp,riknp,rflowbin,rflowint,rflowmx,rvbound,rother,objMin,objMax,objAv,objMed,objAllInt,objRatioLSA,rhsMin,rhsMax,rhsAv,rhsMed,rhsAllInt,rhsRatioLSA,aMin,aMax,aAv,aMed,aAllInt,aRatioLSA
comp09_2idx,9232,10448,76,44354,0.045983691454718,9171,61,0,0,2538,0,76,0,25,0,0,0,0,7809,0,70,7.02286,2,1,70,0,18,0.531776,0,1,18,-1,1,0.263561,1,1,1
comp09_3idx,42863,49715,4321,233497,0.010957495401975,28448,7705,6710,0,2302,0,54,0,0,1495,414,2258,0,43192,0,1,2.33301E-05,0,1,1,-76,1E+100,6.0344E+095,0,1,1E+100,-336,25,-2.2938,1,1,336
comp10_2idx,12505,15910,115,64916,0.03262855762786,12411,94,0,1,5256,0,114,0,25,0,0,0,0,10514,0,99,6.56641,2,1,99,0,18,0.563356,0,1,18,-1,1,0.289913,1,1,1
comp10_3idx,61806,69161,5136,336567,0.007873713896607,41482,13198,7126,2,2161,0,76,0,0,2181,705,2018,0,62018,0,1,1.61797E-05,0,1,1,-115,1E+100,4.3377E+095,0,1,1E+100,-336,25,-1.92814,1,1,336
comp11_2idx,4371,5543,30,23922,0.098735152425952,4350,21,0,0,2173,0,30,0,45,0,0,0,0,3295,0,30,6.75154,5,1,15,0,9,0.559444,0,1,9,-1,1,0.341945,1,1,1
comp12_2idx,11863,16803,88,73677,0.036961584107967,11820,43,0,1,7337,0,87,0,32,0,0,0,0,9346,0,65,4.45916,2,1,65,0,11,0.554663,0,1,11,-1,1,0.405323,1,1,1
comp12_3idx,53166,69724,9661,311426,0.00840114705048,21647,16424,15095,0,2375,0,0,0,0,1800,1375,6308,0,57866,0,1,1.8809E-05,0,1,1,-88,1E+100,4.30268E+095,0,1,1E+100,-170,36,-1.09275,1,1,170
comp13_2idx,12104,13191,82,54574,0.034180558225749,12043,61,0,0,2389,0,82,0,25,0,0,0,0,10695,0,76,6.46191,3,1,76,0,19,0.472292,0,1,19,-1,1,0.202697,1,1,1
comp13_3idx,47408,54109,4216,258251,0.010067482190718,31684,9373,6351,0,2305,0,46,0,0,1582,480,1988,0,47708,0,1,2.10935E-05,0,1,1,-82,1E+100,5.54436E+095,0,1,1E+100,-336,25,-3.08355,1,1,336
comp14_2idx,10223,13137,85,53786,0.040049277603318,10147,76,0,0,4302,0,85,0,25,0,0,0,0,8725,0,60,5.02758,2,1,60,0,17,0.588643,0,1,17,-1,1,0.284535,1,1,1
comp14_3idx,44168,50412,4114,240074,0.010782102765371,29544,8758,5866,0,1921,0,62,0,0,1639,495,1808,0,44487,0,1,2.26408E-05,0,1,1,-85,1E+100,5.95096E+095,0,1,1E+100,-216,25,-1.55878,1,1,216
comp16_2idx,14860,17925,108,73471,0.027582776297982,14771,89,0,0,4879,0,108,0,25,0,0,0,0,12913,0,62,4.9959,4,1,62,0,20,0.526918,0,1,20,-1,1,0.245716,1,1,1
comp16_3idx,64193,71594,5069,347276,0.00755632224862,45867,10892,7434,0,2601,0,86,0,0,2182,531,2138,0,64056,0,1,1.5578E-05,0,1,1,-108,1E+100,4.1903E+095,0,1,1E+100,-336,25,-1.86056,1,1,336
comp17_2idx,11464,14251,99,58906,0.03605603906397,11381,83,0,0,4439,0,99,0,25,0,0,0,0,9688,0,81,7.35101,2,1,81,0,17,0.540804,0,1,17,-1,1,0.281771,1,1,1
comp17_3idx,51441,58651,4793,278851,0.009242455802736,34728,9875,6838,0,2382,0,70,0,0,1927,558,2108,0,51606,0,1,1.94397E-05,0,1,1,-99,1E+100,5.115E+095,0,1,1E+100,-336,25,-2.11948,1,1,336
comp18_2idx,5723,6962,47,29805,0.07480512643384,5679,44,0,0,2439,0,47,0,29,0,0,0,0,4447,0,65,4.54115,2,1,32.5,0,9,0.553146,0,1,9,-1,1,0.346217,1,1,1
comp19_2idx,6989,8230,74,35005,0.060857653938745,6928,61,0,0,2476,0,74,0,25,0,0,0,0,5655,0,126,8.62756,2,1,126,0,16,0.588943,0,1,16,-1,1,0.31267,1,1,1
comp20_3idx,68663,76726,5629,376186,0.007140642607093,46724,13833,8106,0,2559,0,72,0,0,2334,703,2348,0,68710,0,1,1.45639E-05,0,1,1,-121,1E+100,3.91002E+095,0,1,1E+100,-336,25,-2.7968,1,1,336
comp21_2idx,10863,14038,94,57301,0.037575708977973,10792,71,0,2,4802,0,92,0,25,0,0,0,0,9117,0,106,7.24211,2,1,106,0,18,0.572375,0,1,18,-1,1,0.306853,1,1,1
comp21_3idx,52040,59404,4897,281302,0.009099548468929,35896,8807,7337,4,2439,0,68,0,0,1887,472,2348,0,52186,0,1,1.9216E-05,0,1,1,-94,1E+100,5.05016E+095,0,1,1E+100,-336,25,-2.28054,1,1,336
comp21-2idx,10863,14038,94,57301,0.037575708977973,10792,71,0,2,4802,0,92,0,25,0,0,0,0,9117,0,106,7.24211,2,1,106,0,18,0.572375,0,1,18,-1,1,0.306853,1,1,1
compact_abz5,1101,1900,0,5600,0.267699220804054,1000,101,0,0,0,0,0,0,0,0,0,0,0,1900,0,1,0.000908265,0,1,1,-7723,99,-3604.22,54,1,154.46,-7773,7773,0,1,1,7773
compact_abz8,6301,11700,0,34800,0.047204554425631,6000,301,0,0,0,0,0,0,0,0,0,0,0,11700,0,1,0.000158705,0,1,1,-7575,40,-3670.46,11,1,688.636,-7586,7586,0,1,1,7586
compact_la07,1201,2175,0,6450,0.246920669556978,1125,76,0,0,0,0,0,0,0,0,0,0,0,2175,0,1,0.000832639,0,1,1,-3737,97,-1758,15,1,467.125,-3745,3745,0,1,1,3745
core2536-691,15293,2539,0,177739,0.457748935477923,15284,0,9,0,0,2536,0,0,1,0,0,0,0,2,0.1,100,1.9142,2,0,1000,-438,10000000000,3938560,1,1,10000000000,0.1,100,1.07866,1,0,1000
core4872-1529,24656,4875,0,218762,0.182001364415381,24645,0,11,0,0,4872,0,0,1,0,0,0,0,2,0.1,100,1.73264,2,0,1000,-1022,10000000000,2051280,1,1,10000000000,0.1,100,1.08257,1,0,1000
cost266-UUE,4161,1446,1332,12312,0.204626840220542,171,0,3990,0,0,0,0,0,0,0,0,630,0,816,2.18,1601370,10394.8,5.92,0,734573,-11252,71492,-0.0394191,0,1,71492,-120960,1,-734.69,1,1,120960
cov1075,120,637,0,14280,18.6813186813187,120,0,0,0,0,252,0,0,0,0,0,0,0,385,1,1,1,1,1,1,1,12,2.75039,2,1,12,1,1,1,1,1,1
cryptanalysiskb128n5obj14,48950,98021,10861,292875,0.006103943101392,46502,2448,0,1120,4394,0,12,17922,468,2492,76,0,0,71537,0,0,0,0,1,-1,-4,14,0.230175,0,1,14,-8,10,-0.0528109,1,1,10
cryptanalysiskb128n5obj16,48950,98021,10861,292875,0.006103943101392,46502,2448,0,1120,4394,0,12,17922,468,2492,76,0,0,71537,0,0,0,0,1,-1,-4,16,0.230196,0,1,16,-8,10,-0.0528109,1,1,10
csched007,1758,351,301,6379,1.03377640351474,1457,0,301,50,0,0,0,0,0,0,0,250,0,51,0,1,0.0284414,0,1,1,-174,1,-10.2507,0,1,174,-186,5,-18.5673,1,1,186
csched008,1536,351,301,5687,1.05483588556505,1284,0,252,50,0,0,0,0,0,0,0,250,0,51,0,1,0.000651042,0,1,1,0,51,3.91738,0,1,51,-178,5,-19.536,1,1,178
csched010,1758,351,301,6376,1.03329022555416,1457,0,301,50,0,0,0,0,0,0,0,251,0,50,0,1,0.0284414,0,1,1,-152,1,-9.07977,0,1,152,-180,5,-16.6559,1,1,180
cvs16r128-89,3472,4633,0,12528,0.077882472067248,3472,0,0,0,89,0,0,0,16,0,0,0,0,4528,-1,0,-0.589862,-1,1,1,0,9,0.0502914,0,1,9,-1,1,0.277139,1,1,1
d05100,500,105,100,1000,1.90476190476191,500,0,0,100,0,0,0,5,0,0,0,0,0,0,3,119,59.73,58,1,39.6667,1,868,39.619,1,1,868,1,100,25.893,1,1,100
d10100,1000,110,100,2000,1.81818181818182,1000,0,0,100,0,0,0,10,0,0,0,0,0,0,1,119,62.172,63,1,119,1,416,36.5636,1,1,416,1,100,25.048,1,1,100
d10200,2000,947,200,57637,3.04313621964097,733,1267,0,0,0,0,0,34,17,0,0,0,0,896,1,120,60.509,60,1,120,1,1107,138.442,61,1,1107,1,135,11.06,5,1,135
d20200,4000,220,200,8000,0.909090909090909,4000,0,0,200,0,0,0,20,0,0,0,0,0,0,1,120,60.1638,60,1,120,1,428,37.8136,1,1,428,1,100,25.8983,1,1,100
d801600,128000,1680,1600,256000,0.119047619047619,128000,0,0,1600,0,0,0,80,0,0,0,0,0,0,1,120,60.507,61,1,120,1,831,39.4131,1,1,831,1,100,25.756,1,1,100
da_BPWC_3_8_4,25450,662614,500,1374129,0.008148527037314,25450,0,0,500,661615,0,0,0,0,0,0,0,0,499,0,1,0.0196464,0,1,1,0,1,0.999247,1,1,1,-9495,2500,25.7413,1,1,9495
da_BPWC_3_8_4_pp,25445,138008,494,1974207,0.05621936942287,25444,1,0,0,4340,0,0,6,0,0,0,0,0,133662,0,6,0.0196502,0,1,6,-1,9217,0.396586,0,1,9217,-9495,2500,18.1034,1,1,9495
dale_L1-CTA,37951,20097,405,105440,0.013824548001559,4923,0,33028,0,0,0,0,0,0,0,0,405,0,19692,0,276991,58.6155,7,1,55398.2,0,0.00775594,0.00158798,0,0,4,-1938.98,1,-90.3441,1,0,999999
dano3_3,13873,3202,1224,79655,0.179316943705398,69,0,13804,0,0,0,3,0,0,0,0,826,0,2373,0,1,7.20825E-05,0,1,1,-1000,1520,98.7268,0,0,760,-1000,1000,8.32941,-1,0,2000
dano3_5,13873,3202,1224,79655,0.179316943705398,115,0,13758,0,0,0,5,0,0,0,0,826,0,2371,0,1,7.20825E-05,0,1,1,-1000,1520,98.7268,0,0,760,-1000,1000,8.32941,-1,0,2000
dano3mip,13873,3202,1224,79655,0.179316943705398,552,0,13321,0,0,0,48,0,0,0,0,826,0,2328,0,1,7.20825E-05,0,1,1,-1000,1520,98.7268,0,0,760,-1000,1000,8.32941,-1,0,2000
danoint,521,664,144,3232,0.934255255185811,56,0,465,0,0,0,16,0,0,0,0,72,0,576,0,1,0.00191939,0,1,1,0,171,7.90458,0,0,85.5,-66.5,62.69,-6.28786,-1,0,133
datt256,262144,11077,11077,1503732,0.051785522692361,262144,0,0,513,0,0,0,0,0,10560,0,0,0,4,1,1,1,1,1,1,0,1,0.0463122,0,1,1,-1,2,0.389519,1,1,2
dc1c,10039,1649,1638,121158,0.73188186448835,8380,0,1659,0,0,0,0,0,0,0,0,0,0,1649,100,10000000,14554.6,10015.6,0,100000,-186,10000000000,6064280,1,1,10000000000,-100,10000000,1205.81,1,0,10000000
dc1l,37297,1653,1638,448754,0.727883003715974,35638,0,1659,0,0,0,0,0,0,0,0,0,0,1653,100,10000000,11352.9,10010.8,0,100000,-187,1838,3.22928,1,1,1838,-100,80,-1.8357,1,1,100
dcmst_v20a50d4,2247,4105,1066,11091,0.120241523818197,1703,62,482,21,94,0,1,0,0,0,22,481,0,3486,0,1,0.000445038,0,1,1,-2,19,0.111328,0,1,19,-68,20,0.000360653,-1,1,68
dcmulti,548,290,78,1315,0.827460357412535,75,0,473,0,5,0,0,0,0,3,0,75,0,207,0,1800,55.9286,9.5,0,4500,0,265,18.0414,0,1,265,-600,180,-13.5057,1,1,600
decomp2,14387,10765,470,64073,0.041370501075844,14379,8,0,470,221,0,0,0,0,0,0,0,0,10074,-10,1,0.219295,0,1,10,0,8,0.514259,0,1,8,-10,1,0.415729,1,1,10
dfn-gwin-UUM,938,158,111,2632,1.77593047421122,0,90,848,0,0,0,0,0,0,0,0,45,0,113,0,8412,322.115,0,1,11.7486,-197,746,7.87975,0,1,746,-622,1,-12.9624,1,1,622
dg012142,2080,6310,640,14795,0.112725527246129,640,0,1440,0,0,0,0,0,0,0,0,544,0,5766,0,10000,1405.51,4,1,10000,-100,3144,57.7946,0,1,393,-7173,1956,-58.8645,1,1,7173
disctom,10000,399,399,30000,0.75187969924812,10000,0,0,2,0,0,393,0,0,0,0,0,0,4,-1,-1,-1,-1,1,1,0,66,37.594,44,1,66,1,1,1,1,1,1
dolom1,11612,1803,1693,190413,0.909481441827062,9720,0,1892,0,0,0,0,0,0,0,0,0,0,1803,200,100000000,323088,38433,0,500000,-157,10000000000,5546320,1,1,10000000000,-210,100000000,19703.8,1,0,100000000
draw-gemcutter,150,184,28,580,2.10144927536232,112,38,0,28,0,0,0,0,0,0,0,0,0,156,0,13,1.4,0,1,13,-35,35,0.152174,1,1,35,-49,49,0.356897,1,1,49
draw-product,1736,2138,406,6820,0.183749832954697,1624,112,0,406,0,0,0,0,0,0,0,0,0,1732,0,13,0.374424,0,1,13,-61,61,0.189897,1,1,61,-72,72,0.284164,1,1,72
drayage-100-23,11090,4630,210,41550,0.080920487587323,11025,0,65,210,0,0,0,0,0,0,0,0,0,4420,0,24661.3,1273.08,1199.4,0,76.6832,-49113.5,40581,-39092.7,-43400.2,0,49113.5,-60000,38683.8,-2056.2,1,0,60000
drayage-25-23,11090,4630,210,41550,0.080920487587323,11025,0,65,210,0,0,0,0,0,0,0,0,0,4420,0,24661.3,1273.08,1199.4,0,76.6832,-49113.5,40581,-39097.4,-43400.2,0,49113.5,-60000,38683.8,-2056.2,1,0,60000
ds,67732,656,656,1024059,2.30476812847766,67732,0,0,656,0,0,0,0,0,0,0,0,0,0,1.575,8.26,1.74999,1.69,0,5.24444,1,1,1,1,1,1,1,1,1,1,1,1
ds-big,174997,1042,1042,4623442,2.53552029633368,174997,0,0,1042,0,0,0,0,0,0,0,0,0,0,1.1375,60,3.44368,1.86508,0,52.7473,1,1,1,1,1,1,1,1,1,1,1,1
dsbmip,1937,1182,443,7417,0.323952385070499,160,32,1745,40,0,0,0,0,0,0,0,352,0,790,-0.04697,0.15584,0.00309327,0,0,15584,-0.1,422400,4113.17,0,0,4224000,-20867.5,36000,285.03,1,0,584985
dws008-01,11096,6064,513,56400,0.083821120734753,6608,0,4488,28,28,0,0,0,0,84,0,392,0,5532,0,2850,21.5831,0,0,216.895,-147,87,3.46288,0,0,147,-104,1017.88,24.9976,1,0,33929.5
DWS010_02,34850,17995,1552,178040,0.028389840474578,20520,0,14330,45,45,0,0,0,0,270,0,1215,0,16420,0,3750,11.5018,0,0,285.388,-275,197,1.84533,0,0,275,-200,1017.88,25.4582,1,0,33929.5
DWS010_03,51870,26250,2283,265440,0.019494891073839,30420,0,21450,45,45,0,0,0,0,405,0,1800,0,23955,0,3750,7.76192,0,0,285.388,-275,197,1.26839,0,0,550,-200,1017.88,25.6152,1,0,33929.5
DWS012_02,51108,26382,2270,261120,0.019366160862773,30096,0,21012,66,66,0,0,0,0,396,0,1782,0,24072,0,4650,11.9033,0,0,353.881,-293,197,1.77959,0,0,293,-200,1017.88,25.4588,1,0,33929.5
DWS012_03,76068,38484,3339,389304,0.013298622624737,44616,0,31452,66,66,0,0,0,0,594,0,2640,0,35118,0,4650,8.03171,0,0,353.881,-293,197,1.20054,0,0,586,-200,1017.88,25.6158,1,0,33929.5
e10400,4000,410,400,8000,0.487804878048781,4000,0,0,400,0,0,0,10,0,0,0,0,0,0,1,1000,241.979,132,1,1000,1,363,9.29756,1,1,363,1,91,5.83988,1,1,91
e20100,2000,120,100,4000,1.66666666666667,2000,0,0,100,0,0,0,20,0,0,0,0,0,0,3,1000,247.357,132,1,333.333,1,91,10.0917,1,1,91,1,91,5.778,1,1,91
e201600,32000,1620,1600,64000,0.123456790123457,32000,0,0,1600,0,0,0,20,0,0,0,0,0,0,1,1000,242.293,133,1,1000,1,693,9.28272,1,1,693,1,91,5.75352,1,1,91
e20200,4000,220,200,8000,0.909090909090909,4000,0,0,200,0,0,0,20,0,0,0,0,0,0,1,1000,241.979,132,1,1000,1,97,8.63636,1,1,97,1,91,5.83988,1,1,91
e401600,64000,1640,1600,128000,0.121951219512195,64000,0,0,1600,0,0,0,40,0,0,0,0,0,0,0,1000,242.529,132,1,1000,1,349,9.15488,1,1,349,1,102,5.74783,1,1,102
e40400,16000,440,400,32000,0.454545454545455,16000,0,0,400,0,0,0,40,0,0,0,0,0,0,3,1000,241.15,132,1,333.333,1,91,8.54773,1,1,91,1,91,5.77841,1,1,91
egout,141,98,43,282,2.04081632653061,55,0,86,0,0,0,0,0,0,0,0,43,0,55,0,43.71,5.62689,0.054,0,43710,0,0,0,0,1,-1,-117.04,1,-22.6319,1,0,117.04
eil33-2,4516,32,32,44243,30.6154506200177,4516,0,0,32,0,0,0,0,0,0,0,0,0,0,68.8767,413.251,269.742,266.417,0,5.99987,1,1,1,1,1,1,1,1,1,1,1,1
eilA101-2,65832,100,100,959373,14.573049580751,65832,0,0,100,0,0,0,0,0,0,0,0,0,0,8.94427,405.104,167.881,157.041,0,45.292,1,1,1,1,1,1,1,1,1,1,1,1
eilA76,1422,75,75,10967,10.2831692451946,1422,0,0,75,0,0,0,0,0,0,0,0,0,0,6,265.169,115.495,101.713,0,44.1948,1,1,1,1,1,1,1,1,1,1,1,1
eilB101,2818,100,100,24120,8.55926188786373,2818,0,0,100,0,0,0,0,0,0,0,0,0,0,8.94427,335.963,125.052,113.021,0,37.5618,1,1,1,1,1,1,1,1,1,1,1,1
eilB101.2,53444,100,100,577946,10.8140483496744,53444,0,0,100,0,0,0,0,0,0,0,0,0,0,8.94427,337.185,153.224,139.615,0,37.6984,1,1,1,1,1,1,1,1,1,1,1,1
eilB76,1060,75,75,6296,7.91949685534591,1060,0,0,75,0,0,0,0,0,0,0,0,0,0,6,235.748,97.5326,91.2618,0,39.2914,1,1,1,1,1,1,1,1,1,1,1,1
eilC76,1644,75,75,14673,11.9002433090024,1644,0,0,75,0,0,0,0,0,0,0,0,0,0,6,275.553,123.449,111.401,0,45.9254,1,1,1,1,1,1,1,1,1,1,1,1
eilC76.2,28599,75,75,314837,14.6782288425003,28599,0,0,75,0,0,0,0,0,0,0,0,0,0,6,327.558,145.792,137.154,0,54.593,1,1,1,1,1,1,1,1,1,1,1,1
eilD76,1898,75,75,19111,13.4253600280998,1898,0,0,75,0,0,0,0,0,0,0,0,0,0,6,277.894,130.138,117.721,0,46.3156,1,1,1,1,1,1,1,1,1,1,1,1
eilD76.2,30588,75,75,381749,16.6404690292489,30588,0,0,75,0,0,0,0,0,0,0,0,0,0,6,340.748,158.781,152.824,0,56.7913,1,1,1,1,1,1,1,1,1,1,1,1
ej,3,1,1,3,100,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.333333,0,1,1,0,0,0,0,1,-1,-51015,31013,-20338.7,-41014,1,1.64496
enigma,100,21,21,289,13.7619047619048,100,0,0,20,0,0,0,0,0,1,0,0,0,0,0,9,0.45,0,1,9,0,1,0.952381,1,1,1,-808290,900207,1799.91,1,1,900207
enlight_hard,200,100,100,560,2.8,100,100,0,0,0,0,0,0,0,0,71,0,0,29,0,1,0.5,1,1,1,-1,0,-0.29,0,1,1,-2,1,0.464286,1,1,2
enlight13,338,169,169,962,1.68411470186618,169,169,0,0,0,0,0,0,0,0,168,0,0,1,0,1,0.5,1,1,1,-1,0,-0.00591716,0,1,1,-2,1,0.472973,1,1,2
enlight14,392,196,196,1120,1.45772594752187,196,196,0,0,0,0,0,0,0,0,195,0,0,1,0,1,0.5,1,1,1,-1,0,-0.00510204,0,1,1,-2,1,0.475,1,1,2
ensemble1,11212,14001,8401,61612,0.039248508904478,5600,0,5612,0,0,0,0,0,0,0,0,3527,0,10474,-1,0,-0.249732,0,1,1,-1,1,-0.599886,-1,1,1,-1.01,1,-0.636954,-1,0,1.01
erd_FMAS12_1st_phase,2312,24835,528,74930,0.130497964768162,2112,66,134,528,0,0,0,0,21824,0,0,0,0,2483,0,128,3.79325,0,1,128,-63,73,-3.54528,2,0,146,-77,12,-1.07917,1,0,77
etDecsi,10606,17917,8004,58773,0.030928648497786,10080,526,0,508,3440,0,197,73,1,5015,77,0,0,8606,0,9,0.0413445,0,0,10,-2,20,0.300553,0,1,20,-1,3,0.252871,1,1,3
etDecsiDeenp,11730,18796,7975,64812,0.029396252889416,11256,474,0,423,3440,0,197,73,1,5071,77,0,0,9514,0,9,0.098977,0,0,10,-2,20,0.306342,0,1,20,-1,3,0.198312,1,1,3
etDecsiDeenpDeelt,11533,18558,8042,63745,0.02978328950618,11013,520,0,325,3488,0,199,73,1,5218,75,0,0,9179,0,9,0.102783,0,0,10,-3,20,0.288609,0,1,20,-1,3,0.20993,1,1,3
etDecsiDeenpDeeltEa,13808,21351,8063,78196,0.026523787450858,13260,548,0,239,3488,0,199,74,0,5325,75,0,0,11951,0,9,0.0877535,0,0,10,-3,20,0.235446,0,1,20,-1,3,0.121502,1,1,3
eva1Aprime_6x6opt_cte_frame,3514,34872,578,161558,0.131840807712682,836,0,2678,0,17573,0,0,0,0,408,0,165,0,16726,0,1000,0.284576,0,1,1,-0.001,46.0533,4.10914,1,0,46053.3,-24000,24000,-3.76091,1,0,24000000
ex10,17680,69608,200,1162000,0.094420155586215,17680,0,0,200,0,0,0,0,0,0,0,0,0,69408,1,1,1,1,1,1,0,1,0.00287323,0,1,1,-1,1,-0.819676,-1,1,1
ex1010-pi,25200,1468,0,102114,0.276031529778124,25200,0,0,0,0,1468,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ex9,10404,40962,162,517112,0.121339756555719,10404,0,0,162,0,0,0,0,0,0,0,0,0,40800,1,1,1,1,1,1,0,1,0.00395489,0,1,1,-1,1,-0.761723,-1,1,1
exp-1-500-5-5,990,550,250,1980,0.363636363636364,250,0,740,0,50,0,0,0,0,0,0,0,0,500,1,5000,688.827,5,1,5000,0,30,7.14,1,1,30,-863,1,-97.5253,1,1,863
f2000,4000,10500,0,29500,0.070238095238095,4000,0,0,0,0,8500,0,0,0,0,0,0,0,2000,1,1,1,1,1,1,-1,1,0.619048,1,1,1,-1,1,0.728814,1,1,1
fast0507,63009,507,0,409349,1.2813954789277,63009,0,0,0,0,507,0,0,0,0,0,0,0,0,1,2,1.94298,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
fastxgemm-n2r6s0t2,784,5998,144,19376,0.41204210927452,48,0,736,0,0,0,0,0,0,0,0,144,0,5854,0,100,8.25602,0,0,10000,-2,27,0.0190063,0,1,27,-1,1,-0.276631,-1,1,1
fhnw-binpack4-4,520,620,0,2332,0.723325062034739,481,0,39,0,0,0,0,0,78,0,0,0,0,542,0,0,0,0,1,-1,-40,450,139.503,110,1,90,-290,560,68.4451,1,1,560
fhnw-binpack4-48,3710,4480,0,17290,0.10402628032345,3605,0,105,0,0,0,0,0,595,0,0,0,0,3885,0,0,0,0,1,-1,0,430,115.781,130,1,86,-100,560,70.413,1,1,560
fhnw-schedule-paira-400,80600,160000,96,479504,0.0037182382134,80200,0,400,0,0,0,0,0,0,0,0,0,0,160000,-0.999802,0,-0.00241356,0,0,815.875,-0.963092,401,200.014,399.074,0,3241790,-400,400,0.25443,1,1,400
fhnw-schedule-pairb-200,40200,99554,54,298554,0.007459987964231,40000,0,200,0,0,0,0,0,0,0,0,0,0,99554,-0.993291,0,-0.00265908,0,0,217.854,-1,3.99946,0.902853,0,0,3.99946,-2,2,0.200145,1,1,2
fhnw-schedule-slot-200,40800,80654,453,240853,0.007319239968162,40200,0,600,0,200,0,0,0,0,200,0,199,0,80055,-0.993291,0,-0.00261997,0,0,217.854,-0.989669,1,-0.238005,0,0,152.655,-1,1,0.456674,1,0,1864.75
fiball,34219,3707,3229,104792,0.082611066582957,33960,258,1,3228,0,0,0,0,0,0,0,1,0,478,0,1,2.92235E-05,0,1,1,0,1,0.870785,1,1,1,-44,94,3.74063,1,0,156.667
fiber,1298,363,363,2944,0.624822252501199,1254,0,44,22,0,0,0,0,0,283,0,6,0,52,0,729670,37039.9,3379.2,0,2512.64,0,255,6.1405,0,1,255,-216,34,-2.68546,1,1,216
fixnet6,878,478,100,1756,0.418410041841004,378,0,500,0,0,0,0,0,0,0,0,19,0,459,0,499,105.503,2,1,499,-28,500,0,0,1,500,-500,1,-107.416,1,1,500
flugpl,18,18,6,46,14.1975308641975,0,11,7,0,0,0,0,0,0,0,4,1,0,13,30,2700,1410,1500,1,90,0,12000,3114.44,0,1,200,-100,150,4.29348,1,0,166.667
Forum-13752f14-5c08-4215-9402-1fe9ccce0cb3,17879,15170,5268,748887,0.276113401731548,4485,13393,1,0,0,0,0,18,0,195,4615,0,0,10342,0,7,0.409587,0,1,7,0,76500,5613,0,1,76500,-440,8470,63.2478,1,0,8470
Forum-21b6b8af-1736-4383-aa06-634a568ed3f5,12050,12441,0,96050,0.064070045469387,12050,0,0,0,240,0,0,150,0,0,0,0,0,12051,0,1,0.00414938,0,1,1,0,24576,52.0846,0,1,24576,-1,605,38.3472,1,1,605
Forum-de38545b-6e5e-4e1e-81e7-c316f0fbb359,16440,38192,100,104420,0.016630659584509,2000,0,14440,0,100,0,0,0,0,0,0,0,0,38092,-165.531,437.941,59.8138,55.548,0,144.032,0,100,0.119789,0,1,100,-1,1,0.28213,1,1,1
Forum-e7dc26bf-753c-4e8e-a07b-63d9a200bc58,12941,6334,2880,29908,0.036487278849551,576,0,12365,0,0,0,0,0,0,0,0,2880,0,3454,-1500,1500,27.7018,6.5,0,1500,-400,400,18.1876,0,1,80,-400,400,-7.64585,1,1,400
g.31.8,3484,32073,1072,401199,0.359039401468729,3482,1,1,234,0,8376,0,0,0,837,0,0,0,22626,-1,0,-0.00803674,0,1,1,-1,1,0.684345,1,1,1,-2,1,0.845974,1,0,6
g200x740i,1480,940,200,2960,0.212765957446808,740,0,740,0,0,0,0,0,0,0,0,0,0,940,1,499,132.76,20,1,499,-5,5,0,0,1,5,-200,1,-49.75,1,1,200
gen,870,780,150,2592,0.381962864721485,144,6,720,0,0,0,0,0,0,0,0,144,0,636,0,2033.84,83.9489,8.51606,0,1488.25,0,901,40.1462,0,1,901,-250,670,0.277778,1,0,670
gen_ip_003,38,47,0,1402,78.4994400895857,0,38,0,0,0,0,0,0,0,0,0,0,0,47,-149.197,68.6051,-98.1888,-110.28,0,220.825,-143.036,235.132,-54.5675,-90.4139,0,1616.12,-6.68783,8.24294,0.530988,0.298733,0,70790.7
gen_ip_004,29,26,0,688,91.2466843501326,0,29,0,0,0,0,0,0,0,0,0,0,0,26,60.4016,570.728,287.088,273.727,0,9.44889,-575.366,0,-234.365,-219.192,0,6.25905,-19.4986,5.8879,-4.35141,-3.79433,0,24221.1
gen_ip_005,49,24,0,982,83.5034013605442,0,49,0,0,0,0,0,0,0,0,0,0,0,24,-332.649,-18.1938,-196.1,-179.932,0,18.2837,-70.5573,463.95,60.7696,45.7932,0,329.221,-4.48574,19.4905,2.35712,1.65894,0,3914.7
gen_ip_010,41,31,0,1119,88.0409126671912,0,41,0,0,0,0,0,0,0,0,0,0,0,31,-364.658,5.47472,-155.38,-152.081,0,66.6076,57.2441,385.914,144.787,129.688,0,6.74154,-6.5306,14.9936,2.13419,1.80919,0,17204.2
gen_ip_014,28,48,0,1333,99.1815476190476,0,28,0,0,0,0,0,0,0,0,0,0,0,48,-51.6315,364.965,212.993,227.389,0,15.5287,-431.699,246.134,92.3709,127.488,0,7.31379,-12.6566,12.0508,0.605715,0.7841,0,2512.17
gen_ip_017,36,40,0,1155,80.2083333333333,0,36,0,0,0,0,0,0,0,0,0,0,0,40,-184.37,315.459,-58.9499,-87.3696,0,675.842,-290.149,19.8799,-154.309,-177.609,0,22.3725,-15.4152,10.3149,-0.895897,-0.631729,0,3472.3
